MAL13P1.232	5833.MAL13P1.232	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_Mog1(8|139)+	Uncharacterized protein; Mog1 homolog, putative	A0A024W217	A0A024W217_PLAFA	CAD52585.1	MAL13P1.232	MAL13P1.232	MAL13P1.232	MAL13P1.232	MAL13P1.232	MAL13P1.232	MAL13P1.232	MAL13P1.232:mRNA	MAL13P1.232:mRNA	MAL13P1.232:mRNA	Mog1 homolog, putative	Mog1 homolog, putative	Mog1 homolog, putative	PFTANZ_04672	Q8IDN5_PLAF7	UPI0000085511	Uncharacterized protein	XM_001350140	XM_001350140.1	XP_001350176	XP_001350176	XP_001350176.1	pfa:MAL13P1.232
MAL13P1.245	5833.MAL13P1.245	https://smart.embl.de/smart/DDvec.cgi?smart=706:WD40(99|141)+WD40(144|185)+WD40(275|316)+WD40(360|398)+WD40(497|535)+WD40(540|578)+WD40(624|664)+WD40(667|706)+	Uncharacterized protein	A0A024W360	A0A024W360_PLAFA	CAD52609.1	MAL13P1.245	MAL13P1.245	MAL13P1.245	MAL13P1.245	MAL13P1.245	MAL13P1.245	MAL13P1.245	MAL13P1.245:mRNA	MAL13P1.245:mRNA	MAL13P1.245:mRNA	PFTANZ_04699	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q8IDL2_PLAF7	UPI0000085525	Uncharacterized protein	XM_001350164	XM_001350164.1	XP_001350200	XP_001350200	XP_001350200.1	pfa:MAL13P1.245
MAL13P1.267	5833.MAL13P1.267	https://smart.embl.de/smart/DDvec.cgi?smart=414:TRANS(181|203)+	Uncharacterized protein	A0A024W1Y8	A0A024W1Y8_PLAFA	C0H5I3_PLAF7	CAX64361.1	MAL13P1.267	MAL13P1.267	MAL13P1.267	MAL13P1.267	MAL13P1.267	MAL13P1.267	MAL13P1.267	MAL13P1.267:mRNA	MAL13P1.267:mRNA	MAL13P1.267:mRNA	PFTANZ_04733	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	UPI0001982125	Uncharacterized protein	XM_002809034	XM_002809034.1	XP_002809080	XP_002809080	XP_002809080.1	pfa:MAL13P1.267
MAL13P1.282	5833.MAL13P1.282	http://smart.embl.de/smart/DDt.cgi?smart=119:	Uncharacterized protein	A0A024W1N5	A0A024W1N5_PLAFA	C0H5I6_PLAF7	CAX64364.1	MAL13P1.282	MAL13P1.282	MAL13P1.282	MAL13P1.282	MAL13P1.282	MAL13P1.282	MAL13P1.282	MAL13P1.282:mRNA	MAL13P1.282:mRNA	MAL13P1.282:mRNA	PFTANZ_04793	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	UPI0001982143	Uncharacterized protein	XM_002809037	XM_002809037.1	XP_002809083	XP_002809083	XP_002809083.1	pfa:MAL13P1.282
MAL13P1.300	5833.MAL13P1.300	https://smart.embl.de/smart/DDvec.cgi?smart=372:TRANS(10|32)+TRANS(222|244)+TRANS(343|365)+	Uncharacterized protein	A0A024W1V7	A0A024W1V7_PLAFA	CAD52723.1	MAL13P1.300	MAL13P1.300	MAL13P1.300	MAL13P1.300	MAL13P1.300	MAL13P1.300	MAL13P1.300	MAL13P1.300:mRNA	MAL13P1.300:mRNA	MAL13P1.300:mRNA	PFTANZ_04824	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q8IDA2_PLAF7	UPI0000085592	Uncharacterized protein	XM_001350278	XM_001350278.1	XP_001350314	XP_001350314	XP_001350314.1	pfa:MAL13P1.300
MAL13P1.309	5833.MAL13P1.309	https://smart.embl.de/smart/DDvec.cgi?smart=273:14_3_3(14|255)+	14-3-3 protein, putative; Belongs to the 14-3-3 family	14-3-3 protein, putative	14-3-3 protein, putative	14-3-3 protein, putative	A0A024W182	A0A024W182_PLAFA	C0H5K0_PLAF7	CAX64378.1	MAL13P1.309	MAL13P1.309	MAL13P1.309	MAL13P1.309	MAL13P1.309	MAL13P1.309	MAL13P1.309	MAL13P1.309:mRNA	MAL13P1.309:mRNA	MAL13P1.309:mRNA	PFTANZ_04845	UPI0001982113	Uncharacterized protein	XM_002809051	XM_002809051.1	XP_002809097	XP_002809097	XP_002809097.1	pfa:MAL13P1.309
MAL13P1.31	5833.MAL13P1.31	https://smart.embl.de/smart/DDvec.cgi?smart=800:Pfam_tRNA_U5-meth_tr(284|639)+Pfam_tRNA_U5-meth_tr(674|772)+	Uncharacterized protein; SAM dependent methyltransferase, putative; Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	A0A024W4C0	A0A024W4C0_PLAFA	C0H5A2_PLAF7	CAX64280.1	MAL13P1.31	MAL13P1.31	MAL13P1.31	MAL13P1.31	MAL13P1.31	MAL13P1.31	MAL13P1.31	MAL13P1.31:mRNA	MAL13P1.31:mRNA	MAL13P1.31:mRNA	PFTANZ_04269	SAM dependent methyltransferase, putative	SAM dependent methyltransferase, putative	SAM dependent methyltransferase, putative	UPI0001982081	Uncharacterized protein	XM_002808953	XM_002808953.1	XP_002808999	XP_002808999	XP_002808999.1	pfa:MAL13P1.31
MAL13P1.319	5833.MAL13P1.319	https://smart.embl.de/smart/DDvec.cgi?smart=790:TRANS(9|31)+Pfam_IGPS(188|453)+COIL(643|720)+	Uncharacterized protein; Indole-3-glycerol-phosphate synthase, putative	A0A024W2S0	A0A024W2S0_PLAFA	CAD52758.1	Indole-3-glycerol-phosphate synthase, putative	Indole-3-glycerol-phosphate synthase, putative	Indole-3-glycerol-phosphate synthase, putative	MAL13P1.319	MAL13P1.319	MAL13P1.319	MAL13P1.319	MAL13P1.319	MAL13P1.319	MAL13P1.319	MAL13P1.319:mRNA	MAL13P1.319:mRNA	MAL13P1.319:mRNA	PFTANZ_04864	Q8ID69_PLAF7	UPA00035	UPI00000855B3	Uncharacterized protein	XM_001350313	XM_001350313.1	XP_001350349	XP_001350349	XP_001350349.1	pfa:MAL13P1.319
MAL13P1.322	5833.MAL13P1.322	https://smart.embl.de/smart/DDvec.cgi?smart=1151:DEXDc(477|661)+HELICc(761|858)+HA2(919|1009)+Pfam_OB_NTP_bind(1066|1145)+	Uncharacterized protein; Splicing factor, putative	3.6.4.13	A0A024W2L4	A0A024W2L4_PLAFA	C0H5K5_PLAF7	CAX64383.1	EC 3.6.4.13	MAL13P1.322	MAL13P1.322	MAL13P1.322	MAL13P1.322	MAL13P1.322	MAL13P1.322	MAL13P1.322	MAL13P1.322:mRNA	MAL13P1.322:mRNA	MAL13P1.322:mRNA	PFTANZ_04871	Splicing factor, putative	Splicing factor, putative	Splicing factor, putative	UPI000198212D	Uncharacterized protein	XM_002809056	XM_002809056.1	XP_002809102	XP_002809102	XP_002809102.1	pfa:MAL13P1.322
MAL13P1.342a	5833.MAL13P1.342a	https://smart.embl.de/smart/DDvec.cgi?smart=127:SIGNAL(1|22)+	Putative uncharacterized protein	C0H5L2_PLAF7	CAX64390.1	MAL13P1.342a	MAL13P1.342a	MAL13P1.342a	MAL13P1.342a	MAL13P1.342a	MAL13P1.342a	MAL13P1.342a	MAL13P1.342a:mRNA	MAL13P1.342a:mRNA	MAL13P1.342a:mRNA	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	UPI0001982162	XM_002809063	XM_002809063.1	XP_002809109	XP_002809109	XP_002809109.1	pfa:MAL13P1.342a
MAL13P1.345	5833.MAL13P1.345	http://smart.embl.de/smart/DDt.cgi?smart=230:	Uncharacterized protein	A0A024VYV8	A0A024VYV8_PLAFA	C0H5L3_PLAF7	CAX64391.1	MAL13P1.345	MAL13P1.345	MAL13P1.345	MAL13P1.345	MAL13P1.345	MAL13P1.345	MAL13P1.345	MAL13P1.345:mRNA	MAL13P1.345:mRNA	MAL13P1.345:mRNA	PFTANZ_05866	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	UPI0001982163	Uncharacterized protein	XM_002809064	XM_002809064.1	XP_002809110	XP_002809110	XP_002809110.1	pfa:MAL13P1.345
PfSyn18	5833.MAL13P1.365	https://smart.embl.de/smart/DDvec.cgi?smart=441:TRANS(418|440)+	Qa-SNARE protein, putative	A0A024W2Q8	A0A024W2Q8_PLAFA	ABG38006.1	C0H5E1_PLAF7	CAX64319.1	DQ649416	MAL13P1.365	MAL13P1.365	MAL13P1.365	MAL13P1.365	MAL13P1.365:mRNA	MAL13P1.365:mRNA	MAL13P1.365:mRNA	PFTANZ_04477	PfStx7	PfSyn18	PfSyn18	PfSyn18	PfSyn18	Q0ZAG1_PLAFA	Qa-SNARE protein, putative	Qa-SNARE protein, putative	Qa-SNARE protein, putative	Qa-SNARE protein, putative	UPI0000DA8152	Uncharacterized protein	XM_002808992	XM_002808992.1	XP_002809038	XP_002809038	XP_002809038.1	pfa:MAL13P1.365
MAL13P1.390	5833.MAL13P1.390	https://smart.embl.de/smart/DDvec.cgi?smart=841:Pfam_GCV_T(393|575)+Pfam_GCV_T(603|712)+Pfam_GCV_T_C(722|833)+	Uncharacterized protein; Aminomethyltransferase, putative	A0A024W1S7	A0A024W1S7_PLAFA	Aminomethyltransferase, putative	Aminomethyltransferase, putative	Aminomethyltransferase, putative	C0H5G8_PLAF7	CAX64346.1	MAL13P1.390	MAL13P1.390	MAL13P1.390	MAL13P1.390	MAL13P1.390	MAL13P1.390	MAL13P1.390	MAL13P1.390:mRNA	MAL13P1.390:mRNA	MAL13P1.390:mRNA	PFTANZ_04652	UPI000198214A	Uncharacterized protein	XM_002809019	XM_002809019.1	XP_002809065	XP_002809065	XP_002809065.1	pfa:MAL13P1.390
MAL13P1.40	5833.MAL13P1.40	http://smart.embl.de/smart/DDt.cgi?smart=359:	Proteinase inhibitor, putative	A0A024W4D9	A0A024W4D9_PLAFA	CAD52219.1	MAL13P1.40	MAL13P1.40	MAL13P1.40	MAL13P1.40	MAL13P1.40	MAL13P1.40	MAL13P1.40	MAL13P1.40:mRNA	MAL13P1.40:mRNA	MAL13P1.40:mRNA	PFTANZ_04294	Proteinase inhibitor, putative	Proteinase inhibitor, putative	Proteinase inhibitor, putative	Q8IEN0_PLAF7	UPI00000853C3	Uncharacterized protein	XM_001349776	XM_001349776.1	XP_001349812	XP_001349812	XP_001349812.1	pfa:MAL13P1.40
MAL13P1.465	5833.MAL13P1.465	https://smart.embl.de/smart/DDvec.cgi?smart=210:TRANS(10|27)+	Uncharacterized protein	A0A024W1C1	A0A024W1C1_PLAFA	C0H5M6_PLAF7	CAX64406.1	MAL13P1.465	MAL13P1.465	MAL13P1.465	MAL13P1.465	MAL13P1.465	MAL13P1.465	MAL13P1.465	MAL13P1.465:mRNA	MAL13P1.465:mRNA	MAL13P1.465:mRNA	PFTANZ_04936	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	UPI000198216D	Uncharacterized protein	XM_002809077	XM_002809077.1	XP_002809123	XP_002809123	XP_002809123.1	pfa:MAL13P1.465
MAL13P1.47	5833.MAL13P1.47	https://smart.embl.de/smart/DDvec.cgi?smart=253:Pfam_OSCP(77|251)+	Mitochondrial ATP synthase delta subunit, putative	A0A024W382	A0A024W382_PLAFA	ATP synthase F1, delta subunit	CAD52235.1	MAL13P1.47	MAL13P1.47	MAL13P1.47	MAL13P1.47	MAL13P1.47	MAL13P1.47	MAL13P1.47	MAL13P1.47:mRNA	MAL13P1.47:mRNA	MAL13P1.47:mRNA	PFTANZ_04312	Q8IEL5_PLAF7	UPI00000853D2	XM_001349792	XM_001349792.1	XP_001349828	XP_001349828	XP_001349828.1	pfa:MAL13P1.47
MAL13P1.475	5833.MAL13P1.475	https://smart.embl.de/smart/DDvec.cgi?smart=609:TRANS(12|31)+Pfam_PRESAN(447|572)+	Uncharacterized protein	A0A024W2G4	A0A024W2G4_PLAFA	C0H5M8_PLAF7	CAX64408.1	GEXP04	MAL13P1.475	MAL13P1.475	MAL13P1.475	MAL13P1.475	MAL13P1.475	MAL13P1.475	MAL13P1.475:mRNA	MAL13P1.475:mRNA	MAL13P1.475:mRNA	PFTANZ_04939	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	UPI000198216F	Uncharacterized protein	XM_002809079	XM_002809079.1	XP_002809125	XP_002809125	XP_002809125.1	pfa:MAL13P1.475
MAL13P1.48	5833.MAL13P1.48	https://smart.embl.de/smart/DDvec.cgi?smart=999:COIL(622|652)+	Uncharacterized protein	A0A024W487	A0A024W487_PLAFA	CAD52236.1	MAL13P1.48	MAL13P1.48	MAL13P1.48	MAL13P1.48	MAL13P1.48	MAL13P1.48	MAL13P1.48	MAL13P1.48:mRNA	MAL13P1.48:mRNA	MAL13P1.48:mRNA	PFTANZ_04313	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q8IEL4_PLAF7	UPI00000853D3	Uncharacterized protein	XM_001349793	XM_001349793.1	XP_001349829	XP_001349829	XP_001349829.1	pfa:MAL13P1.48
MAL13P1.56	5833.MAL13P1.56	https://smart.embl.de/smart/DDvec.cgi?smart=1085:TRANS(7|24)+Pfam_Peptidase_M1(406|643)+Pfam_DUF3458(650|745)+Pfam_DUF3458_C(748|1083)+	M1-family aminopeptidase	3.4.11.-	A0A024W498	A0A024W498_PLAFA	CAD52253.1	EC 3.4.11.-	M1 family aminopeptidase	M1-family aminopeptidase	M1-family aminopeptidase	M1-family aminopeptidase	M1AAP	MAL13P1.56	MAL13P1.56	MAL13P1.56	MAL13P1.56	MAL13P1.56	MAL13P1.56	MAL13P1.56:mRNA	MAL13P1.56:mRNA	MAL13P1.56:mRNA	PFTANZ_04328	Q8IEK1_PLAF7	UPI0000001B76	XM_001349810	XM_001349810.1	XP_001349846	XP_001349846	XP_001349846.1	pfa:MAL13P1.56
MAL13P1.69	5833.MAL13P1.69	https://smart.embl.de/smart/DDvec.cgi?smart=264:Pfam_Maf(21|256)+	Septum formation protein MAF homologue, putative	A0A024W339	A0A024W339_PLAFA	CAD52281.2	MAL13P1.69	MAL13P1.69	MAL13P1.69	MAL13P1.69	MAL13P1.69	MAL13P1.69	MAL13P1.69	MAL13P1.69:mRNA	MAL13P1.69:mRNA	MAL13P1.69:mRNA	PFTANZ_04350	Q8IEH6_PLAF7	Septum formation protein MAF homologue, putative	Septum formation protein MAF homologue, putative	Septum formation protein MAF homologue, putative	Septum formation protein Maf	UPI00019820B7	XM_001349838	XM_001349838.2	XP_001349874	XP_001349874	XP_001349874.2	pfa:MAL13P1.69
MAL13P1.89	5833.MAL13P1.89	https://smart.embl.de/smart/DDvec.cgi?smart=89:TRANS(23|45)+	Uncharacterized protein	A0A024VXH4	A0A024VXH4_PLAFA	CAD52319.1	MAL13P1.89	MAL13P1.89	MAL13P1.89	MAL13P1.89	MAL13P1.89	MAL13P1.89	MAL13P1.89	MAL13P1.89:mRNA	MAL13P1.89:mRNA	MAL13P1.89:mRNA	PFTANZ_06261	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q8IEE1_PLAF7	UPI000008541B	Uncharacterized protein	XM_001349875	XM_001349875.1	XP_001349911	XP_001349911	XP_001349911.1	pfa:MAL13P1.89
Pfnek-4	5833.MAL7P1.100	https://smart.embl.de/smart/DDvec.cgi?smart=310:S_TKc(4|260)+	Protein kinase; Belongs to the protein kinase superfamily	A0A024W9Q1	A0A024W9Q1_PLAFA	C0H4N8_PLAF7	CAX64058.1	MAL7P1.100	MAL7P1.100	MAL7P1.100	MAL7P1.100	MAL7P1.100:mRNA	MAL7P1.100:mRNA	MAL7P1.100:mRNA	NEK4	PFTANZ_01864	Pfnek-4	Pfnek-4	Pfnek-4	Protein kinase	Protein kinase	Protein kinase	Serine/threonine protein kinase	UPI0001982056	XM_002808739	XM_002808739.1	XP_002808785	XP_002808785	XP_002808785.1	pfa:MAL7P1.100	protein kinase
MAL7P1.132	5833.MAL7P1.132	https://smart.embl.de/smart/DDvec.cgi?smart=2041:COIL(108|130)+COIL(385|417)+COIL(745|782)+	Uncharacterized protein	A0A024WB12	A0A024WB12_PLAFA	CAD50994.1	MAL7P1.132	MAL7P1.132	MAL7P1.132	MAL7P1.132	MAL7P1.132	MAL7P1.132	MAL7P1.132	MAL7P1.132:mRNA	MAL7P1.132:mRNA	MAL7P1.132:mRNA	PFTANZ_01917	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q8IBK6_PLAF7	UPI00000857DE	Uncharacterized protein	XM_001349112	XM_001349112.1	XP_001349148	XP_001349148	XP_001349148.1	pfa:MAL7P1.132
MAL7P1.14	5833.MAL7P1.14	http://smart.embl.de/smart/DDt.cgi?smart=249:	Uncharacterized protein	A0A024WA57	A0A024WA57_PLAFA	CAD50808.1	MAL7P1.14	MAL7P1.14	MAL7P1.14	MAL7P1.14	MAL7P1.14	MAL7P1.14	MAL7P1.14	MAL7P1.14:mRNA	MAL7P1.14:mRNA	MAL7P1.14:mRNA	PFTANZ_01689	Putative uncharacterized protein	Putative uncharacterized protein	Putative uncharacterized protein	Q8IC33_PLAF7	UPI0000085731	Uncharacterized protein	XM_001348934	XM_001348934.1	XP_001348970	XP_001348970	XP_001348970.1	pfa:MAL7P1.14
FIKK7.1	5833.MAL7P1.144	https://smart.embl.de/smart/DDvec.cgi?smart=845:TRANS(13|32)+Pfam_Pkinase(550|734)+	Serine/Threonine protein kinase, FIKK family	C0H4P3_PLAF7	CAX64063.1	FIKK 7.1	FIKK-7.1	FIKK7.1	FIKK7.1	FIKK7.1	FIKK7.1	MAL7P1.144	MAL7P1.144	MAL7P1.144	MAL7P1.144	MAL7P1.144:mRNA	MAL7P1.144:mRNA	MAL7P1.144:mRNA	PfTSTK7a	Serine/Threonine protein kinase, FIKK family	Serine/Threonine protein kinase, FIKK family	Serine/Threonine protein kinase, FIKK family	Serine/Threonine protein kinase, FIKK family	TSTK7a	UPI0001982015	XM_002808744	XM_002808744.1	XP_002808790	XP_002808790	XP_002808790.1	pfa:MAL7P1.144
